hour,day_of_week,month,is_weekend,is_rush_hour,weather,temperature,precipitation,road_construction,accident,traffic_volume,speed,congestion_level,travel_time
14,5,6,1,0,Snow,41.5,0.41,0,0,235,58.0,0,10.3
15,5,6,1,0,Fog,23.2,0.0,0,0,360,64.8,0,9.3
16,5,6,1,0,Cloudy,41.5,0.0,0,0,359,40.0,1,15.0
17,5,6,1,1,Rain,-1.0,0.01,0,0,633,19.9,3,30.1
18,5,6,1,1,Snow,14.4,0.37,0,0,862,10.0,3,60.0
19,5,6,1,1,Cloudy,17.0,0.0,0,0,827,27.0,2,22.2
20,5,6,1,0,Rain,9.6,0.42,0,0,257,47.8,1,12.5
21,5,6,1,0,Clear,24.5,0.0,0,0,321,61.5,0,9.8
22,5,6,1,0,Snow,19.8,0.3,0,0,201,28.3,2,21.2
23,5,6,1,0,Snow,23.5,0.35,0,0,257,75.6,0,7.9
0,6,6,1,0,Snow,16.7,0.62,0,0,241,42.7,1,14.1
1,6,6,1,0,Rain,23.5,0.42,0,0,417,59.8,0,10.0
2,6,6,1,0,Rain,22.2,0.16,0,0,186,68.5,0,8.8
3,6,6,1,0,Rain,20.4,0.61,1,0,323,43.4,1,13.8
4,6,6,1,0,Cloudy,24.5,0.0,0,0,291,52.6,0,11.4
5,6,6,1,0,Clear,29.3,0.0,0,0,385,57.3,0,10.5
6,6,6,1,0,Rain,14.4,0.46,0,0,271,51.6,0,11.6
7,6,6,1,1,Fog,16.7,0.0,0,0,919,10.0,3,60.0
8,6,6,1,1,Fog,16.8,0.0,0,0,877,29.2,2,20.6
9,6,6,1,1,Snow,14.3,0.27,0,0,825,10.0,3,60.0
10,6,6,1,0,Fog,1.8,0.0,0,0,370,37.7,1,15.9
11,6,6,1,0,Fog,7.4,0.0,0,0,194,37.3,1,16.1
12,6,6,1,0,Snow,28.3,0.18,0,0,147,50.2,0,12.0
13,6,6,1,0,Rain,16.1,0.68,0,0,169,42.5,1,14.1
14,6,6,1,0,Rain,15.9,0.46,0,0,442,46.2,1,13.0
15,6,6,1,0,Snow,6.7,0.54,0,0,220,30.1,2,19.9
16,6,6,1,0,Cloudy,0.3,0.0,1,0,353,52.4,0,11.4
17,6,6,1,1,Snow,3.3,0.01,0,0,782,36.5,1,16.4
18,6,6,1,1,Cloudy,15.8,0.0,0,0,852,12.8,3,46.8
19,6,6,1,1,Rain,10.9,0.67,0,0,981,10.0,3,60.0
20,6,6,1,0,Rain,10.3,0.2,0,0,116,59.4,0,10.1
21,6,6,1,0,Rain,34.9,0.06,0,0,321,40.6,1,14.8
22,6,6,1,0,Rain,14.8,0.45,0,0,222,44.8,1,13.4
23,6,6,1,0,Fog,10.9,0.0,0,0,412,45.2,1,13.3
0,0,6,0,0,Clear,28.5,0.0,0,0,527,51.4,0,11.7
1,0,6,0,0,Rain,14.1,1.79,0,0,434,60.2,0,10.0
2,0,6,0,0,Fog,17.2,0.0,0,0,508,26.5,2,22.7
3,0,6,0,0,Clear,37.6,0.0,0,0,470,56.7,0,10.6
4,0,6,0,0,Rain,6.8,0.16,1,0,397,48.2,1,12.4
5,0,6,0,0,Cloudy,29.4,0.0,0,0,575,52.7,0,11.4
6,0,6,0,0,Fog,41.5,0.0,0,0,450,50.8,0,11.8
7,0,6,0,1,Fog,12.8,0.0,0,0,959,10.0,3,60.0
8,0,6,0,1,Rain,19.5,0.12,0,0,888,10.0,3,60.0
9,0,6,0,1,Snow,29.9,0.16,0,0,811,10.0,3,60.0
10,0,6,0,0,Clear,10.5,0.0,0,0,513,82.6,0,7.3
11,0,6,0,0,Fog,15.0,0.0,0,0,478,56.6,0,10.6
12,0,6,0,0,Clear,14.4,0.0,0,0,533,52.8,0,11.4
13,0,6,0,0,Rain,38.3,0.06,0,0,394,57.1,0,10.5
14,0,6,0,0,Snow,15.3,0.53,0,0,356,33.3,2,18.0
15,0,6,0,0,Cloudy,14.4,0.0,0,0,499,57.3,0,10.5
16,0,6,0,0,Snow,5.1,0.03,0,0,348,51.0,0,11.8
17,0,6,0,1,Rain,16.6,0.63,0,0,989,20.3,2,29.5
18,0,6,0,1,Snow,-1.6,0.22,0,0,983,10.0,3,60.0
19,0,6,0,1,Clear,26.7,0.0,0,0,870,10.0,3,60.0
20,0,6,0,0,Clear,20.1,0.0,1,0,504,52.4,0,11.5
21,0,6,0,0,Rain,36.4,0.4,0,0,329,49.3,1,12.2
22,0,6,0,0,Rain,17.6,0.36,0,0,404,48.7,1,12.3
23,0,6,0,0,Fog,18.9,0.0,0,0,548,42.8,1,14.0
0,1,6,0,0,Fog,5.1,0.0,0,0,522,41.4,1,14.5
1,1,6,0,0,Cloudy,2.8,0.0,0,0,416,53.5,0,11.2
2,1,6,0,0,Clear,19.2,0.0,0,0,569,49.2,1,12.2
3,1,6,0,0,Cloudy,25.4,0.0,0,0,402,63.6,0,9.4
4,1,6,0,0,Clear,35.1,0.0,0,0,507,53.3,0,11.3
5,1,6,0,0,Rain,32.3,0.59,0,0,453,54.6,0,11.0
6,1,6,0,0,Rain,24.4,0.06,0,0,344,48.5,1,12.4
7,1,6,0,1,Cloudy,30.8,0.0,0,0,1037,11.5,3,52.1
8,1,6,0,1,Snow,28.0,0.01,0,0,1082,10.0,3,60.0
9,1,6,0,1,Rain,19.6,0.25,0,0,821,10.0,3,60.0
10,1,6,0,0,Rain,7.3,0.01,0,0,404,61.2,0,9.8
11,1,6,0,0,Clear,21.9,0.0,0,0,491,57.5,0,10.4
12,1,6,0,0,Cloudy,31.7,0.0,0,0,475,65.8,0,9.1
13,1,6,0,0,Fog,16.5,0.0,0,0,597,59.4,0,10.1
14,1,6,0,0,Clear,32.5,0.0,0,0,471,70.6,0,8.5
15,1,6,0,0,Rain,16.9,0.7,0,0,506,52.4,0,11.5
16,1,6,0,0,Cloudy,26.2,0.0,0,0,557,65.3,0,9.2
17,1,6,0,1,Clear,19.6,0.0,0,0,917,23.5,2,25.5
18,1,6,0,1,Clear,33.9,0.0,0,0,940,10.0,3,60.0
19,1,6,0,1,Rain,33.5,0.18,0,0,978,10.0,3,60.0
20,1,6,0,0,Rain,3.9,0.72,0,0,414,47.5,1,12.6
21,1,6,0,0,Fog,20.5,0.0,0,0,543,47.1,1,12.7
22,1,6,0,0,Fog,12.1,0.0,0,0,557,47.7,1,12.6
23,1,6,0,0,Cloudy,18.1,0.0,0,0,530,38.6,1,15.5
0,2,6,0,0,Cloudy,24.7,0.0,0,0,521,46.2,1,13.0
1,2,6,0,0,Cloudy,0.6,0.0,0,0,472,61.8,0,9.7
2,2,6,0,0,Cloudy,22.8,0.0,0,0,585,61.8,0,9.7
3,2,6,0,0,Cloudy,6.0,0.0,0,0,487,47.0,1,12.8
4,2,6,0,0,Snow,18.2,0.08,0,0,491,36.7,1,16.4
5,2,6,0,0,Cloudy,25.9,0.0,0,0,493,77.1,0,7.8
6,2,6,0,0,Cloudy,31.6,0.0,0,0,492,67.2,0,8.9
7,2,6,0,1,Rain,16.1,0.01,0,0,1208,10.0,3,60.0
8,2,6,0,1,Clear,33.5,0.0,0,0,1216,27.4,2,21.9
9,2,6,0,1,Snow,31.0,0.86,0,0,936,37.0,1,16.2
10,2,6,0,0,Rain,38.0,1.04,0,0,418,43.2,1,13.9
11,2,6,0,0,Rain,7.4,1.33,0,0,301,50.1,0,12.0
12,2,6,0,0,Cloudy,25.5,0.0,0,0,536,63.5,0,9.4
13,2,6,0,0,Rain,17.3,0.37,0,0,426,54.4,0,11.0
14,2,6,0,0,Snow,19.6,0.16,0,0,320,56.9,0,10.5
15,2,6,0,0,Snow,23.4,0.3,0,0,430,51.5,0,11.6
16,2,6,0,0,Clear,20.7,0.0,0,0,593,74.6,0,8.0
17,2,6,0,1,Fog,29.2,0.0,0,0,1163,10.0,3,60.0
18,2,6,0,1,Fog,19.5,0.0,0,0,897,10.0,3,60.0
19,2,6,0,1,Snow,28.9,0.54,0,0,1142,10.0,3,60.0
20,2,6,0,0,Cloudy,13.0,0.0,0,0,496,64.6,0,9.3
21,2,6,0,0,Cloudy,29.1,0.0,0,0,517,56.2,0,10.7
22,2,6,0,0,Snow,25.6,0.07,0,0,402,53.5,0,11.2
23,2,6,0,0,Snow,23.2,0.28,0,0,330,17.1,3,35.2
0,3,6,0,0,Rain,35.1,0.11,0,0,464,64.9,0,9.2
1,3,6,0,0,Fog,33.3,0.0,0,0,517,60.8,0,9.9
2,3,6,0,0,Fog,14.4,0.0,0,0,492,30.3,2,19.8
3,3,6,0,0,Clear,32.1,0.0,0,0,598,56.5,0,10.6
4,3,6,0,0,Rain,-1.7,0.14,0,0,346,42.5,1,14.1
5,3,6,0,0,Snow,17.2,1.77,0,0,344,43.0,1,13.9
6,3,6,0,0,Clear,26.6,0.0,0,0,397,54.7,0,11.0
7,3,6,0,1,Snow,20.4,1.51,0,0,940,10.0,3,60.0
8,3,6,0,1,Snow,34.8,0.06,0,0,921,10.0,3,60.0
9,3,6,0,1,Clear,2.7,0.0,0,0,1112,10.0,3,60.0
10,3,6,0,0,Clear,3.5,0.0,0,0,506,58.4,0,10.3
11,3,6,0,0,Snow,11.3,1.23,0,0,465,43.9,1,13.7
12,3,6,0,0,Cloudy,25.7,0.0,0,0,569,48.8,1,12.3
13,3,6,0,0,Snow,15.3,0.58,0,0,446,43.8,1,13.7
14,3,6,0,0,Fog,19.6,0.0,0,0,590,30.5,2,19.6
15,3,6,0,0,Cloudy,5.2,0.0,0,0,385,60.8,0,9.9
16,3,6,0,0,Fog,25.4,0.0,0,0,518,51.1,0,11.7
17,3,6,0,1,Rain,24.1,1.13,0,0,656,18.3,3,32.8
18,3,6,0,1,Cloudy,10.6,0.0,0,0,1132,20.5,2,29.2
19,3,6,0,1,Cloudy,14.8,0.0,0,0,806,40.0,1,15.0
20,3,6,0,0,Cloudy,34.6,0.0,0,0,559,64.9,0,9.2
21,3,6,0,0,Rain,22.9,0.28,0,0,383,38.8,1,15.5
22,3,6,0,0,Fog,37.1,0.0,0,0,473,54.8,0,11.0
23,3,6,0,0,Cloudy,31.1,0.0,0,0,540,66.0,0,9.1
0,4,6,0,0,Clear,26.8,0.0,0,0,553,63.2,0,9.5
1,4,6,0,0,Rain,19.6,0.42,1,0,361,40.7,1,14.7
2,4,6,0,0,Clear,24.8,0.0,1,0,511,52.1,0,11.5
3,4,6,0,0,Fog,5.6,0.0,0,0,437,55.0,0,10.9
4,4,6,0,0,Clear,13.9,0.0,0,0,483,74.5,0,8.1
5,4,6,0,0,Cloudy,8.8,0.0,0,0,464,52.3,0,11.5
6,4,6,0,0,Fog,36.2,0.0,0,0,600,54.5,0,11.0
7,4,6,0,1,Cloudy,27.8,0.0,0,0,1048,32.5,2,18.5
8,4,6,0,1,Snow,22.7,2.31,0,0,946,10.0,3,60.0
9,4,6,0,1,Cloudy,1.9,0.0,0,0,1149,51.3,0,11.7
10,4,6,0,0,Clear,13.0,0.0,0,0,546,77.7,0,7.7
11,4,6,0,0,Fog,26.9,0.0,0,0,551,32.3,2,18.6
12,4,6,0,0,Fog,10.7,0.0,0,0,571,56.6,0,10.6
13,4,6,0,0,Rain,25.0,0.96,0,0,397,35.0,1,17.1
14,4,6,0,0,Fog,28.7,0.0,0,0,537,36.2,1,16.6
15,4,6,0,0,Fog,27.1,0.0,0,0,519,30.2,2,19.9
16,4,6,0,0,Rain,11.5,0.06,0,0,466,40.1,1,14.9
17,4,6,0,1,Cloudy,30.7,0.0,0,0,857,10.0,3,60.0
18,4,6,0,1,Rain,28.4,0.22,0,0,652,49.7,1,12.1
19,4,6,0,1,Rain,7.3,0.05,0,0,999,13.6,3,44.1
20,4,6,0,0,Snow,14.5,0.03,0,0,388,36.7,1,16.3
21,4,6,0,0,Fog,40.0,0.0,0,0,478,33.9,2,17.7
22,4,6,0,0,Fog,12.4,0.0,0,0,552,31.5,2,19.1
23,4,6,0,0,Cloudy,12.4,0.0,0,1,452,38.4,1,15.6
0,5,7,1,0,Fog,21.9,0.0,0,0,481,52.5,0,11.4
1,5,7,1,0,Cloudy,12.9,0.0,0,0,286,48.6,1,12.3
2,5,7,1,0,Rain,32.6,0.58,0,0,271,39.1,1,15.4
3,5,7,1,0,Rain,24.4,0.21,0,0,126,39.3,1,15.3
4,5,7,1,0,Rain,21.6,0.02,0,0,174,30.8,2,19.5
5,5,7,1,0,Cloudy,11.8,0.0,0,0,290,58.5,0,10.2
6,5,7,1,0,Fog,15.2,0.0,0,0,260,53.4,0,11.2
7,5,7,1,1,Rain,33.3,0.1,0,0,929,10.0,3,60.0
8,5,7,1,1,Fog,38.2,0.0,0,0,865,35.8,1,16.8
9,5,7,1,1,Cloudy,20.3,0.0,0,0,612,46.2,1,13.0
10,5,7,1,0,Fog,29.6,0.0,0,0,262,33.3,2,18.0
11,5,7,1,0,Fog,18.4,0.0,0,0,321,50.9,0,11.8
12,5,7,1,0,Snow,27.7,0.76,0,0,100,39.1,1,15.4
13,5,7,1,0,Snow,11.5,0.18,0,0,100,39.5,1,15.2
14,5,7,1,0,Rain,23.1,0.76,0,0,136,32.2,2,18.6
15,5,7,1,0,Fog,20.2,0.0,0,0,294,35.9,1,16.7
16,5,7,1,0,Rain,15.0,0.39,0,0,166,47.5,1,12.6
17,5,7,1,1,Rain,43.2,0.83,0,0,859,21.8,2,27.5
18,5,7,1,1,Cloudy,24.3,0.0,0,0,999,10.0,3,60.0
19,5,7,1,1,Snow,10.8,1.1,0,0,608,19.1,3,31.4
20,5,7,1,0,Clear,20.1,0.0,0,0,165,52.1,0,11.5
21,5,7,1,0,Fog,17.2,0.0,0,0,299,39.9,1,15.0
22,5,7,1,0,Rain,18.4,0.2,0,0,233,58.4,0,10.3
23,5,7,1,0,Cloudy,30.0,0.0,0,0,337,74.0,0,8.1
0,6,7,1,0,Snow,37.5,0.52,0,0,238,48.4,1,12.4
1,6,7,1,0,Snow,25.5,0.24,0,0,241,54.0,0,11.1
2,6,7,1,0,Cloudy,12.6,0.0,0,0,369,50.0,1,12.0
3,6,7,1,0,Rain,18.9,0.46,0,0,100,38.4,1,15.6
4,6,7,1,0,Snow,23.3,2.14,0,0,325,43.9,1,13.7
5,6,7,1,0,Clear,21.2,0.0,0,0,237,69.8,0,8.6
6,6,7,1,0,Fog,17.9,0.0,0,0,384,47.2,1,12.7
7,6,7,1,1,Fog,21.1,0.0,0,0,850,10.0,3,60.0
8,6,7,1,1,Fog,20.8,0.0,0,0,678,21.8,2,27.5
9,6,7,1,1,Cloudy,12.2,0.0,0,0,834,10.0,3,60.0
10,6,7,1,0,Fog,35.2,0.0,0,0,224,25.7,2,23.4
11,6,7,1,0,Fog,5.6,0.0,0,0,246,59.6,0,10.1
12,6,7,1,0,Cloudy,10.2,0.0,0,0,497,56.2,0,10.7
13,6,7,1,0,Rain,34.4,0.08,0,0,106,51.4,0,11.7
14,6,7,1,0,Cloudy,13.5,0.0,0,0,143,57.8,0,10.4
15,6,7,1,0,Clear,6.4,0.0,0,0,272,48.1,1,12.5
16,6,7,1,0,Rain,15.1,1.02,0,0,234,42.4,1,14.1
17,6,7,1,1,Clear,13.6,0.0,0,0,874,37.7,1,15.9
18,6,7,1,1,Clear,9.1,0.0,0,0,697,39.7,1,15.1
19,6,7,1,1,Rain,32.2,0.07,0,0,940,10.0,3,60.0
20,6,7,1,0,Clear,10.6,0.0,0,0,216,46.6,1,12.9
21,6,7,1,0,Snow,13.4,0.36,0,0,246,54.8,0,11.0
22,6,7,1,0,Cloudy,28.7,0.0,0,0,256,76.6,0,7.8
23,6,7,1,0,Clear,39.1,0.0,0,0,286,45.3,1,13.2
0,0,7,0,0,Clear,1.2,0.0,0,0,569,62.4,0,9.6
1,0,7,0,0,Cloudy,36.4,0.0,0,0,433,58.4,0,10.3
2,0,7,0,0,Cloudy,30.3,0.0,0,0,464,70.1,0,8.6
3,0,7,0,0,Clear,18.8,0.0,0,0,501,48.2,1,12.5
4,0,7,0,0,Fog,22.5,0.0,0,0,610,45.9,1,13.1
5,0,7,0,0,Snow,12.1,0.23,0,0,372,63.4,0,9.5
6,0,7,0,0,Fog,33.0,0.0,0,0,531,73.3,0,8.2
7,0,7,0,1,Snow,42.3,0.05,0,1,961,10.0,3,60.0
8,0,7,0,1,Clear,29.3,0.0,0,0,836,42.4,1,14.1
9,0,7,0,1,Cloudy,11.7,0.0,0,0,973,16.6,3,36.2
10,0,7,0,0,Fog,14.4,0.0,0,0,490,37.3,1,16.1
11,0,7,0,0,Clear,-0.1,0.0,0,0,495,62.3,0,9.6
12,0,7,0,0,Fog,18.1,0.0,0,0,514,52.8,0,11.4
13,0,7,0,0,Clear,6.2,0.0,0,0,485,61.1,0,9.8
14,0,7,0,0,Rain,17.6,0.2,0,0,349,50.0,1,12.0
15,0,7,0,0,Clear,38.5,0.0,0,0,551,50.8,0,11.8
16,0,7,0,0,Cloudy,44.2,0.0,0,0,498,72.5,0,8.3
17,0,7,0,1,Snow,8.4,0.31,0,0,829,10.0,3,60.0
18,0,7,0,1,Cloudy,20.2,0.0,0,0,1175,11.4,3,52.6
19,0,7,0,1,Fog,18.4,0.0,0,0,1269,12.4,3,48.2
20,0,7,0,0,Fog,11.6,0.0,0,0,516,35.2,1,17.0
21,0,7,0,0,Snow,16.6,1.07,0,0,429,53.0,0,11.3
22,0,7,0,0,Fog,21.0,0.0,0,0,609,47.6,1,12.6
23,0,7,0,0,Snow,11.0,0.07,0,0,326,54.0,0,11.1
0,1,7,0,0,Rain,30.5,0.31,0,0,445,43.9,1,13.7
1,1,7,0,0,Rain,12.0,0.19,0,0,348,49.4,1,12.1
2,1,7,0,0,Snow,25.2,0.1,0,0,431,59.4,0,10.1
3,1,7,0,0,Fog,32.2,0.0,0,0,463,59.0,0,10.2
4,1,7,0,0,Snow,15.3,0.23,0,0,330,43.7,1,13.7
5,1,7,0,0,Clear,28.2,0.0,1,0,454,47.7,1,12.6
6,1,7,0,0,Snow,10.6,0.51,0,0,430,51.0,0,11.8
7,1,7,0,1,Cloudy,5.5,0.0,0,0,935,17.6,3,34.1
8,1,7,0,1,Clear,20.5,0.0,0,0,857,10.0,3,60.0
9,1,7,0,1,Cloudy,36.5,0.0,1,0,935,40.6,1,14.8
10,1,7,0,0,Rain,28.7,0.24,0,0,432,52.1,0,11.5
11,1,7,0,0,Clear,6.7,0.0,0,0,450,80.4,0,7.5
12,1,7,0,0,Fog,25.8,0.0,0,0,499,42.6,1,14.1
13,1,7,0,0,Cloudy,23.2,0.0,0,0,521,62.3,0,9.6
14,1,7,0,0,Clear,30.7,0.0,0,0,457,50.0,1,12.0
15,1,7,0,0,Clear,30.4,0.0,0,0,606,68.4,0,8.8
16,1,7,0,0,Cloudy,33.0,0.0,0,0,496,62.7,0,9.6
17,1,7,0,1,Clear,22.5,0.0,0,0,1071,22.1,2,27.1
18,1,7,0,1,Cloudy,31.2,0.0,0,0,943,10.0,3,60.0
19,1,7,0,1,Rain,19.4,0.35,0,0,952,10.0,3,60.0
20,1,7,0,0,Clear,7.8,0.0,0,0,458,65.4,0,9.2
21,1,7,0,0,Clear,32.6,0.0,0,0,524,66.3,0,9.0
22,1,7,0,0,Cloudy,24.7,0.0,0,0,505,67.0,0,9.0
23,1,7,0,0,Clear,-4.2,0.0,0,0,506,49.6,1,12.1
0,2,7,0,0,Fog,31.6,0.0,0,0,493,54.3,0,11.0
1,2,7,0,0,Rain,4.9,1.69,0,0,393,50.4,0,11.9
2,2,7,0,0,Clear,14.7,0.0,0,0,524,67.8,0,8.8
3,2,7,0,0,Snow,34.6,0.05,0,0,350,47.3,1,12.7
4,2,7,0,0,Rain,-1.6,0.4,0,0,366,58.2,0,10.3
5,2,7,0,0,Clear,31.5,0.0,0,0,353,72.8,0,8.2
6,2,7,0,0,Clear,30.3,0.0,0,0,485,48.1,1,12.5
7,2,7,0,1,Clear,11.6,0.0,0,0,1024,15.2,3,39.6
8,2,7,0,1,Clear,15.5,0.0,0,0,913,14.8,3,40.7
9,2,7,0,1,Rain,20.6,0.24,0,0,754,31.8,2,18.9
10,2,7,0,0,Clear,19.6,0.0,0,0,525,65.5,0,9.2
11,2,7,0,0,Fog,28.9,0.0,0,0,511,42.8,1,14.0
12,2,7,0,0,Fog,16.5,0.0,0,0,501,42.5,1,14.1
13,2,7,0,0,Cloudy,18.5,0.0,0,0,501,44.8,1,13.4
14,2,7,0,0,Cloudy,26.7,0.0,0,0,509,70.0,0,8.6
15,2,7,0,0,Rain,20.0,0.3,0,0,464,43.7,1,13.7
16,2,7,0,0,Snow,20.7,0.2,0,0,247,51.1,0,11.7
17,2,7,0,1,Rain,13.4,0.03,0,0,895,10.0,3,60.0
18,2,7,0,1,Rain,23.6,0.12,0,0,968,10.0,3,60.0
19,2,7,0,1,Fog,11.0,0.0,0,0,1040,21.6,2,27.8
20,2,7,0,0,Clear,1.4,0.0,0,0,462,62.4,0,9.6
21,2,7,0,0,Rain,23.2,0.49,0,0,445,35.8,1,16.8
22,2,7,0,0,Clear,23.1,0.0,1,0,556,67.0,0,9.0
23,2,7,0,0,Cloudy,28.0,0.0,0,0,411,66.8,0,9.0
0,3,7,0,0,Rain,12.1,0.76,0,1,212,13.0,3,46.0
1,3,7,0,0,Rain,24.8,0.32,0,0,377,58.2,0,10.3
2,3,7,0,0,Clear,10.7,0.0,0,0,520,79.8,0,7.5
3,3,7,0,0,Rain,6.1,0.75,0,0,368,43.4,1,13.8
4,3,7,0,0,Clear,26.7,0.0,0,0,517,72.8,0,8.2
5,3,7,0,0,Cloudy,20.5,0.0,0,1,190,10.0,3,60.0
6,3,7,0,0,Cloudy,27.4,0.0,0,0,471,64.4,0,9.3
7,3,7,0,1,Snow,21.1,0.15,0,0,1036,10.0,3,60.0
8,3,7,0,1,Cloudy,17.9,0.0,0,0,1180,10.8,3,55.6
9,3,7,0,1,Snow,15.6,0.06,0,0,831,10.0,3,60.0
10,3,7,0,0,Cloudy,30.2,0.0,0,0,577,68.5,0,8.8
11,3,7,0,0,Snow,25.3,1.05,0,0,487,45.0,1,13.3
12,3,7,0,0,Fog,2.4,0.0,0,0,514,48.1,1,12.5
13,3,7,0,0,Snow,30.3,1.18,0,0,431,40.2,1,14.9
14,3,7,0,0,Cloudy,21.7,0.0,0,0,550,68.9,0,8.7
15,3,7,0,0,Snow,23.5,0.75,0,0,414,43.2,1,13.9
16,3,7,0,0,Snow,-1.7,0.76,0,0,376,34.1,2,17.6
17,3,7,0,1,Fog,2.0,0.0,0,0,896,10.0,3,60.0
18,3,7,0,1,Clear,12.5,0.0,0,1,858,10.0,3,60.0
19,3,7,0,1,Clear,13.5,0.0,0,0,1133,10.0,3,60.0
20,3,7,0,0,Fog,14.5,0.0,0,0,513,35.0,2,17.2
21,3,7,0,0,Rain,17.6,0.0,0,0,452,40.7,1,14.8
22,3,7,0,0,Snow,29.5,0.63,0,0,414,55.9,0,10.7
23,3,7,0,0,Rain,11.7,1.41,0,0,377,40.2,1,14.9
0,4,7,0,0,Fog,18.2,0.0,0,0,339,32.5,2,18.5
1,4,7,0,0,Fog,23.9,0.0,0,0,559,57.6,0,10.4
2,4,7,0,0,Cloudy,10.4,0.0,0,0,510,38.1,1,15.8
3,4,7,0,0,Clear,16.5,0.0,0,0,541,59.8,0,10.0
4,4,7,0,0,Clear,16.7,0.0,0,0,499,72.8,0,8.2
5,4,7,0,0,Cloudy,17.6,0.0,0,0,504,75.2,0,8.0
6,4,7,0,0,Snow,17.7,0.41,0,0,272,40.1,1,14.9
7,4,7,0,1,Cloudy,39.4,0.0,0,0,985,10.0,3,60.0
8,4,7,0,1,Snow,22.1,0.31,0,0,927,10.0,3,60.0
9,4,7,0,1,Snow,15.3,0.02,0,0,653,10.0,3,60.0
10,4,7,0,0,Fog,19.6,0.0,0,0,586,48.8,1,12.3
11,4,7,0,0,Snow,16.7,0.27,0,0,439,55.2,0,10.9
12,4,7,0,0,Cloudy,10.4,0.0,1,0,536,68.0,0,8.8
13,4,7,0,0,Cloudy,29.4,0.0,0,0,595,54.4,0,11.0
14,4,7,0,0,Clear,18.1,0.0,0,0,458,59.0,0,10.2
15,4,7,0,0,Cloudy,26.6,0.0,0,0,531,76.4,0,7.9
16,4,7,0,0,Rain,24.9,0.07,0,0,370,56.1,0,10.7
17,4,7,0,1,Rain,26.5,0.15,0,0,815,10.0,3,60.0
18,4,7,0,1,Fog,15.8,0.0,0,0,1118,18.9,3,31.8
19,4,7,0,1,Cloudy,29.9,0.0,0,0,959,10.0,3,60.0
20,4,7,0,0,Rain,16.3,0.09,0,1,236,10.0,3,60.0
21,4,7,0,0,Rain,48.2,0.35,0,0,448,44.0,1,13.6
22,4,7,0,0,Rain,10.5,1.07,0,1,413,24.5,2,24.5
23,4,7,0,0,Snow,29.1,0.16,0,0,352,39.2,1,15.3
0,5,7,1,0,Snow,34.9,0.53,0,0,291,39.2,1,15.3
1,5,7,1,0,Clear,18.5,0.0,0,0,393,59.7,0,10.1
2,5,7,1,0,Clear,20.6,0.0,0,0,424,52.5,0,11.4
3,5,7,1,0,Snow,11.5,0.24,0,0,259,58.4,0,10.3
4,5,7,1,0,Snow,21.1,0.29,0,0,107,45.2,1,13.3
5,5,7,1,0,Cloudy,31.5,0.0,1,1,100,40.5,1,14.8
6,5,7,1,0,Cloudy,13.1,0.0,0,0,250,50.1,0,12.0
7,5,7,1,1,Snow,17.9,0.06,0,0,769,40.9,1,14.7
8,5,7,1,1,Rain,18.1,0.57,0,0,510,35.0,1,17.1
9,5,7,1,1,Clear,7.5,0.0,0,0,583,38.4,1,15.6
10,5,7,1,0,Cloudy,17.9,0.0,0,0,344,50.4,0,11.9
11,5,7,1,0,Cloudy,3.4,0.0,0,0,349,77.4,0,7.7
12,5,7,1,0,Rain,10.0,0.1,0,0,260,72.0,0,8.3
13,5,7,1,0,Clear,54.9,0.0,0,0,323,56.1,0,10.7
14,5,7,1,0,Fog,3.6,0.0,0,0,236,34.4,2,17.4
15,5,7,1,0,Cloudy,15.5,0.0,0,0,251,66.9,0,9.0
16,5,7,1,0,Fog,22.2,0.0,0,0,398,47.9,1,12.5
17,5,7,1,1,Clear,19.3,0.0,0,0,827,18.3,3,32.7
18,5,7,1,1,Cloudy,0.3,0.0,0,0,709,10.0,3,60.0
19,5,7,1,1,Rain,8.7,0.52,0,0,1048,12.4,3,48.5
20,5,7,1,0,Clear,25.6,0.0,0,0,359,62.1,0,9.7
21,5,7,1,0,Snow,26.5,0.06,0,0,265,45.1,1,13.3
22,5,7,1,0,Fog,16.1,0.0,0,0,337,54.0,0,11.1
23,5,7,1,0,Rain,5.7,0.15,0,0,365,70.2,0,8.6
0,6,7,1,0,Rain,23.1,1.29,0,0,152,50.3,0,11.9
1,6,7,1,0,Fog,8.6,0.0,0,0,267,32.5,2,18.5
2,6,7,1,0,Rain,10.8,0.01,0,0,123,55.4,0,10.8
3,6,7,1,0,Fog,21.4,0.0,0,0,250,54.1,0,11.1
4,6,7,1,0,Clear,-2.3,0.0,0,0,423,54.4,0,11.0
5,6,7,1,0,Fog,-1.6,0.0,0,0,338,45.3,1,13.2
6,6,7,1,0,Cloudy,31.9,0.0,0,0,388,63.4,0,9.5
7,6,7,1,1,Clear,31.8,0.0,0,0,733,53.5,0,11.2
8,6,7,1,1,Cloudy,26.8,0.0,0,0,837,36.7,1,16.3
9,6,7,1,1,Rain,5.8,0.18,1,0,619,45.7,1,13.1
10,6,7,1,0,Snow,29.7,0.41,0,0,118,39.9,1,15.0
11,6,7,1,0,Fog,17.4,0.0,0,0,353,46.7,1,12.8
12,6,7,1,0,Rain,38.2,0.06,0,0,223,41.9,1,14.3
13,6,7,1,0,Snow,9.6,0.11,0,0,162,35.1,1,17.1
14,6,7,1,0,Rain,13.4,0.4,1,0,185,54.3,0,11.1
